Question,Answer
do you think the case is protective if phone is dropped?,Yes! The phone has been dropped several times as I have a 18mth old who loves to play with my phone!
"the photo looks like there's a pink casing that surrounds the phone in addition to the wallet cover part, are there two parts to the case?",Yes- the pink casing is attached to the wallet cover. It is not removable. You slip the phone inside the casing (very nice snug fit) and then close the wallet cover over the phone.
The two cases that I ordered did not come with any instructions on the lifetime warranty. Where can I get more information on the lifetime warranty?,From the manufacture online.
"1. When calls are made, what do you do with the cover? Does it fold back perhaps? 2. Can you be on the phone with the cover closed?",You may fold the flip back and the front flip would be held by the magnetic closure. Also you can also use it when closed. There are ear cutouts to listen. But the flap closed can sound kind of muffled.
Magnetic closure or Snap closure?,Magnetic closure
Is there a raised lip to protect the screen when placed face down and does it interfere with touch screen functionality at the edges? THANKS!,The case will protect your phones screen.
I'd like to know if the case has a covering over the viewing area?,No. It wraps around edges and back
"Is this for the most current Moto X, 2014 version","No, the 2013 Moto X. I did have the case I ordered from Motorola, but the case became deformed near the volume button after 4 Mons. This case has held its shape so far and was a third if the cost."
"Does the cover actually cover the screen, or does the case slie off or open to expose the screen?","No, it does not cover the screen, it is simply a case that goes around the edges and the back."
"Does it prevent ""pocket"" dialing?","Hello there--the Great Shield Guardian fits the back of the Moto X and protects all back there very well, but the face or screen is protected only slightly from scratching if you set the phone down on it's face. The screen (in my opinion) is still exposed to the possibility of pocket dialing."
is the purple case see through?,The bottom half is see thru with a purple tint
Does it have cutouts for the buttons on the side? The pics don't show that.,The case is molded for the buttons. I haven't had a problem hitting power or the volume rocker. They are covered (which is kind of a bummer from a MotoMaker standpoint) but it's a nice case. Access to the dimple and the case's soft touch back made it worth the purchase to me.
is moto x 1ra generation?,Yes
Will this case fit the LG G2 from Verison?,Yes great case I loved it
Does it fit sprint ? LG G2,Yea i have the sprint lg g2. You have to put it on in segments though. First the rubber piece on the phone than the hard case. But it fits no.problem
"I am hearing that LG G2 requires different case depending on the carrier, does this case work for T-Mobile's G2??","That I don't know, the one I have is for at&t, and fits just perfect."
Will my HTC Max one fit on this case?,"No, this is for a lg g2..."
is the case easy to get on and off? i do a lot of running and need to be able to removed the case to put the phone in the armband.,It is fairly easy.
will the case work for at &amp; t LG G2,My girl friend has a AT&T phone and it fit perfectly. Highly recommended case.
will this case fit the lg g2 d801 from t mobile?,"It fit mine just fine but the cases plastic fitting only last about 3 months before it started to break apart, but i also wear my phone 12 hours a day. Good for the price, but not long term solution."
Why would the case not fit an LG2 for Verizon but would on a Sprint LG2?,Uhhh not sure there is no difference last I checked who told you that
how well does the belt holster work? Hold phone securely? Easy to remove and replace?,The holster holds the phone pretty snug. Even thought its a snug fit removing the phone from the holster is not a problem. Its a snug enough fit that the phone doesn't come off the holster without user intervention but loose enough that you can get the phone out with minimal effort.
